STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
3789.0,"BORDOIBAM BEELMUKH 
BIRD SANCTUARY, 
DHEMAJI",LAKE,ASSAM,22,23,4.5,9.4,6.9,7.6,196,298,2.0,2.9,0.90,1.20,300,730,730,1500
3820.0,"BORSOLA BEEL, 
SARABBHATTI, 
GUWAHATI",LAKE,ASSAM,20,33,0.3,2.4,6.8,7.7,430,585,22.6,29.4,2.40,5.80,2100,3900,3900,6400
2220.0,"CHAND DUBI BEEL, 
CHAND DUBI, ASSAM",LAKE,ASSAM,20,27,4.6,9.0,6.8,7.6,92,153,2.4,2.8,0.80,2.10,360,910,730,2100
2206.0,"DALONI BEEL NEAR 
JOGIGHOPA, ASSAM",LAKE,ASSAM,23,37,4.8,5.2,7.0,7.6,90,156,2.1,2.8,0.90,1.60,300,610,910,1400
2218.0,"DEEPOR BEEL AT 
BORAGAON NEAR IASST, 
GUWAHATI, ASSAM",LAKE,ASSAM,18,32,5.0,7.3,6.8,8.1,224,478,5.0,5.9,2.50,4.00,360,920,910,1600
1529.0,"DEEPOR BEEL NEAR 
DHARAPUR CHARIALI, 
GUWAHATI, ASSAM",LAKE,ASSAM,18,32,5.3,7.9,6.8,8.0,223,477,5.1,5.8,2.60,3.80,300,940,910,2000
3821.0,"DIPLAI BEEL AT SILGARA, 
KOKRAJHAR",LAKE,ASSAM,21,37,4.6,5.5,6.7,7.6,103,138,1.8,2.5,0.80,2.10,300,620,720,1300
1263.0,"ELANGABEEL SYSTEM 
(CONNECTED TO R. 
KOLONG), ASSAM",LAKE,ASSAM,20,30,4.0,4.8,6.6,7.7,243,302,2.2,2.8,0.70,2.20,360,1100,720,2100
3787.0,"HOLUDUNGA BEEL NEAR 
GAI NADI/ RIVER AT 
SOMARAJAN, DHEMA JI",LAKE,ASSAM,22,24,4.2,9.2,6.7,7.8,126,223,2.0,2.8,0.90,2.20,300,720,910,1400
4337.0,"KAMALABARI LAKE 
INSIDE KAMALABARI 
CHILDREN,S PARK, 
GELEKY",LAKE,ASSAM,18,33,4.0,6.8,6.6,7.5,49,88,2.3,2.7,0.70,1.10,300,730,360,1500
3812.0,"KAMALPUR BEEL, 
KAMALPUR",LAKE,ASSAM,21,28,0.3,3.0,7.1,7.8,953,1076,24.4,29.6,2.30,3.60,300,1500,1400,3500
3783.0,"MAGURI BEEL, GUIJAN, 
TINSUKIA",LAKE,ASSAM,22,23,4.0,9.7,6.8,7.6,154,182,2.1,2.7,0.70,2.00,300,720,720,1300
3800.0,"MALINI BEEL NEAR 
INDUTRIAL AREA AT 
RAMNAGAR",LAKE,ASSAM,21,25,4.0,4.2,6.5,7.7,138,164,2.2,2.9,0.70,1.60,300,730,730,1500
2205.0,"MER BEEL AT 
MADHABPUR, ASSAM",LAKE,ASSAM,22,23,4.0,7.2,6.5,7.8,140,180,2.1,2.6,0.50,1.20,300,720,720,1400
3808.0,"PARASHALI BEEL AT 
DEMORIA",LAKE,ASSAM,22,38,4.1,9.7,6.8,7.6,126,186,2.2,2.7,0.80,2.00,300,730,610,1500
3798.0,"SAMAGURI BEEL IN 
NAGAON DISTRICT",LAKE,ASSAM,19,30,4.0,8.0,6.5,7.6,87,131,2.3,2.6,0.80,4.00,360,720,910,1400
2215.0,"SARAN BEEL, ASSAM",LAKE,ASSAM,21,32,4.0,9.5,6.8,7.6,78,122,2.1,2.8,0.80,1.80,300,720,720,1500
3814.0,"SILSAKO BEEL, CHACHAL, 
GUWAHATI",LAKE,ASSAM,20,35,0.3,5.0,7.0,7.8,462,594,12.6,19.7,1.20,2.00,1500,2800,2800,4400
3804.0,"SON BEEL WATER AT 
KARIMGANJ",LAKE,ASSAM,20,25,4.1,5.2,6.8,7.2,104,156,2.3,2.9,0.70,1.10,300,910,900,2000
3819.0,"SORU SOLA BEEL, PALTAN 
BAZAR, GUWAHATI",LAKE,ASSAM,20,35,0.3,2.7,6.9,7.8,430,602,20.8,29.6,2.80,5.70,2800,3900,4400,5300
2225.0,"BASKANDI POND INSIDE 
THE BASKANDI 
MADRASA, BASKANDI, 
ASSAM",POND,ASSAM,19,25,4.0,4.6,7.0,7.3,101,108,2.3,2.9,0.70,1.10,360,730,1100,1500
2214.0,"BATODRAWA SATRA 
POND, NAGAON, ASSAM",POND,ASSAM,21,34,4.0,10.5,6.6,7.5,67,128,2.1,2.6,0.90,2.00,300,730,910,1500
2219.0,"BISHNU PUSKAR 
PUKHURI OF HAYAGRIB 
MADHAB TEMPLE, HAJO, 
ASSAM",POND,ASSAM,20,27,6.5,10.2,7.1,8.1,218,309,2.2,2.6,0.80,2.00,300,1100,910,2000
3772.0,BORPUKHURI AT SONARI,POND,ASSAM,18,33,5.6,7.1,6.8,7.5,81,118,2.1,2.6,0.80,1.30,300,910,360,1500
2208.0,"BORPUKHURI, NAZIRA, 
ASSAM",POND,ASSAM,20,34,4.7,7.8,6.8,7.4,52,96,2.1,2.8,0.80,1.20,300,720,720,1400
2216.0,"DIGHALI PUKHURI, 
GUWAHATI, ASSAM",POND,ASSAM,19,32,5.7,10.2,7.0,8.1,156,250,2.3,2.8,0.90,4.00,610,940,1100,1900
2221.0,"GANGA PUKHURI, 
NALBARI (GORDON 
SCHOOL), ASSAM",POND,ASSAM,20,27,5.5,10.0,7.1,7.8,84,134,2.2,2.7,0.90,2.00,300,730,910,1400
2209.0,"GAURISAGAR TANK, 
GAURISAGAR, ASSAM",POND,ASSAM,17,33,4.2,7.2,6.7,7.5,59,114,2.0,2.6,0.80,1.20,300,910,720,1500
2212.0,"GOPHUR TANK, GOPHUR, 
ASSAM",POND,ASSAM,22,30,7.0,7.3,7.0,7.9,87,198,2.3,2.8,0.70,1.30,300,910,730,1500
2227.0,"HARDOI PUKHURI, 
CHARAIDEW, ASSAM",POND,ASSAM,17,33,5.4,7.2,6.6,7.7,48,86,2.1,2.5,0.80,1.30,360,720,360,910
2213.0,"JAIPAL PUKHURI, 
SIPAJHAR, ASSAM",POND,ASSAM,22,32,6.8,7.3,6.8,8.2,105,355,2.3,2.7,0.80,1.10,300,940,910,1500
1532.0,"JAYSAGAR TANK, 
SIVASAGAR, ASSAM",POND,ASSAM,17,32,4.8,8.2,6.8,7.9,58,104,1.9,2.6,0.60,1.30,300,730,360,1100
3809.0,"JORPUKHURI AT 
UZANBAZAR (UGRATALA 
TEMPLE)",POND,ASSAM,18,34,4.2,9.3,7.2,7.7,348,428,2.4,2.8,0.80,1.60,360,940,1400,1600
2223.0,"MAHAMAYA MANDIR 
PUKHURI, ASSAM",POND,ASSAM,22,38,4.5,5.2,6.9,7.6,80,104,2.2,2.7,0.70,2.30,300,730,910,1500
4006.0,"NETAI PUKHURI AT NETAI 
PUKHURI",POND,ASSAM,19,34,4.7,7.4,6.8,7.3,59,96,2.1,6.8,0.70,1.10,300,600,360,910
2211.0,"PADUMPUKHURI, 
TEZPUR, ASSAM",POND,ASSAM,22,30,6.8,7.4,6.8,8.0,230,353,2.3,2.8,0.80,1.30,300,620,720,1400
3806.0,"POND WATER FROM 
RAMKRISHNA MISSION 
AT HAILAKANDI",POND,ASSAM,22,25,4.0,5.2,6.9,7.4,130,162,2.3,2.9,0.80,1.30,300,730,610,1600
2222.0,"RAJADINIA PUKHURI AT 
ABHAYAPURI, ASSAM",POND,ASSAM,24,37,4.5,5.4,6.9,7.8,84,136,2.5,2.7,0.80,1.70,300,730,1100,2000
2224.0,"RAJAPUKHURI AT 
GAURIPUR, ASSAM",POND,ASSAM,22,39,4.6,4.9,6.9,7.7,94,133,2.1,2.6,0.70,2.20,300,720,730,1400
2210.0,"RAJMAW PUKHURI, 
JORHAT, ASSAM",POND,ASSAM,20,34,4.9,6.7,7.0,8.0,90,116,2.1,2.5,0.80,1.40,300,910,620,2000
2226.0,"SIVASAGAR TANK 
(BORPUKHURI) NEAR 
SIVADOL, ASSAM",POND,ASSAM,18,34,4.9,7.2,6.7,7.7,50,92,1.0,2.5,0.80,8.00,300,910,620,1500
2217.0,"SUBHAGYA KUNDA POND 
KAMAKHYA TEMPLE, 
GUWAHATI, ASSAM",POND,ASSAM,17,30,4.3,9.3,6.8,7.8,230,571,2.4,2.8,1.00,1.50,300,730,1100,1500
3775.0,"TENGA PUKHURI AT 
TENGAPUKHURI",POND,ASSAM,17,33,5.4,6.9,6.5,7.7,66,110,2.3,2.8,0.70,1.40,300,910,730,1500
4334.0,"THOWRADOLE PUKHURI, 
THOWRADOLE G.P. 
DEMOW BLOCK",POND,ASSAM,19,35,4.3,7.9,6.8,7.7,50,112,2.3,2.6,0.90,1.20,360,720,360,2000
5137.0,"HASILA BEEL, GOALPARA 
(HASILA BEEL), DIST. 
GOPALPARA, ASSAM",WETLAND,ASSAM,21,38,4.7,5.1,7.0,7.6,158,195,2.1,2.6,0.80,2.00,300,720,610,1200
5136.0,"TAMRANGA BEEL, 
GHILAGURI NEAR 
IKRABARI, DIST. 
BONGAIGAON",WETLAND,ASSAM,22,38,4.9,5.3,7.0,7.8,156,202,2.0,2.6,1.00,1.60,300,730,730,1500
2557.0,"KAWAR LAKE NEAR 
JAYMANGLA GARH 
TEMPLE AT BEGUSARAI",LAKE,BIHAR,15,28,2.8,8.9,7.1,8.1,221,392,1.6,6.0,0.30,0.43,1400,130000,2600,350000
2571.0,"MOTI JHEEL AT 
MOTIHARII NEAR 
GAYATRI MANDIR, 
MOTIHARI, EAST 
CHAMPARAN",LAKE,BIHAR,15,30,3.6,20.0,7.2,8.5,472,1100,1.5,30.0,0.30,0.44,270,170000,1100,350000
4296.0,"SIKANDRAPUR LAKE AT 
SIKANDARPUR, 
MUZAFFARPUR",LAKE,BIHAR,17,31,3.4,14.1,7.3,8.5,364,962,1.8,12.0,0.30,0.68,230,160000,330,160000
2573.0,"DIGHI TALAB NEAR 
KACHHARI ROAD, GAYA",POND,BIHAR,19,32,5.2,15.2,7.1,8.7,699,995,2.0,14.0,0.30,0.43,2300,92000,3300,160000
2574.0,"SURAJ KUND NEAR 
VISHNUPAD MANDIR 
,GAYA",POND,BIHAR,15,32,6.3,17.5,7.3,8.4,400,831,2.6,11.0,0.30,0.35,1300,240000,3500,540000
2046.0,"SUKHNA LAKE, 
CHANDIGARH",LAKE,"CHANDIGAR
H",16,34,7.8,10.9,7.0,8.8,202,283,1.8,3.8,0.40,2.40,27,9200,170,16000
3164.0,"NEHRU NAGAR TALAB, 
BHILAI, CHHATISGARH.",POND,"CHHATTISGA
RH",26,29,6.2,7.7,7.2,8.8,2432,2432,1.8,47.0,0.36,1.00,20,170,140,140
3031.0,"BHALSWA LAKE, DELHI",LAKE,DELHI,,,0.3,3.5,7.8,8.9,,,10.0,93.4,0.30,0.91,21000,940000,-,-
3476.0,"LAKE NEAR IIT FLYOVER, 
DELHI",LAKE,DELHI,,,0.3,10.0,8.1,9.3,,,3.3,113.3,0.30,0.70,4300,840000,-,-
3030.0,"SANJAY LAKE, DELHI",LAKE,DELHI,,,0.3,4.2,7.6,9.5,,,26.0,90.0,0.41,0.58,32000,700000,-,-
5280.0,"AMBULOR LAKE, VERNA, 
SALCETE - GOA",LAKE,GOA,27,32,3.0,7.9,5.5,6.9,42,166,1.0,2.5,0.32,0.32,240,2200,350,3500
3175.0,ANJUNEM LAKE,LAKE,GOA,25,31,4.2,8.0,6.1,7.5,28,59,1.0,1.7,0.32,0.62,8,350,17,540
5103.0,"BATIM LAKE, GOA VELHA, 
TISWADI - GOA",LAKE,GOA,28,31,4.0,7.2,5.8,7.8,72,226,1.0,5.0,0.32,0.34,490,2400,790,3500
3177.0,CARAMBOLIM LAKE,LAKE,GOA,27,30,5.1,10.0,6.1,8.9,16,1981,1.0,2.1,0.32,2.22,1300,2700,1700,3400
3180.0,CURTORIM LAKE,LAKE,GOA,28,31,1.0,7.3,5.9,7.3,43,49,1.1,28.0,0.32,0.35,490,3400,940,4700
4408.0,HARWALE WATER FALL,LAKE,GOA,26,31,6.8,8.7,6.1,7.7,44,164,1.0,2.0,0.32,0.32,490,2400,700,4900
2269.0,"MAYEM LAKE, BICHOLIM",LAKE,GOA,27,30,6.0,8.6,5.3,7.3,29,67,1.0,1.9,0.32,0.32,1300,2300,1700,3300
3178.0,RAITOLLEM LAKE,LAKE,GOA,28,31,3.4,7.5,5.9,7.7,82,271,1.2,16.0,0.32,0.32,230,2400,330,5400
3179.0,SAIPEM LAKE,LAKE,GOA,27,28,1.2,5.1,6.3,7.4,166,477,1.7,6.7,0.32,2.96,2300,4900,3300,7000
5104.0,"SARZORA LAKE, 
CHINCHINM, SALCETE - 
GOA",LAKE,GOA,27,30,6.4,8.4,6.0,7.7,40,99,1.0,1.5,0.32,0.32,330,940,490,1500
1345.0,"AJWAH LAKE AT SRI 
SAYAJI SABVAR, BARODA,",LAKE,GUJARAT,25,31,6.1,7.6,7.8,8.5,320,576,1.0,1.0,0.32,3.27,2,4,11,21
1973.0,"BINDUSAROVAR, 
SIDDHPUR 
(DIST.PATAN)BINDU 
SAROVAR, AHMEDABAD- 
PALANUR HIGHWAY, 
SIDDHPUR, DIST-PATAN",LAKE,GUJARAT,24,29,3.2,6.7,7.4,8.0,2140,2680,1.0,13.0,0.30,0.81,14,350,94,540
1344.0,"CHANDOLA LAKE AT 
AHMEDABAD,",LAKE,GUJARAT,26,31,4.1,5.7,7.5,8.3,467,713,1.2,12.0,0.39,0.77,170,920,540,1600
1977.0,"CITY LAKE OF 
NADIADKHETA TALAV 
(CITY LAKE) ,NADIAD, 
DIST:KHEDA",LAKE,GUJARAT,25,35,4.5,6.3,8.4,8.8,1108,2862,1.6,3.5,0.42,1.69,18,920,110,1600
3198.0,"GOMTI LAKE, OPP, 
RANCHODAJI TEMPLE, 
DAKOR, KHEDAGOMTI 
LAKE, OPP: RANCHODAJI 
TEMPLE, DAKOR, KHEDA",LAKE,GUJARAT,25,33,4.0,6.3,7.7,8.5,476,831,1.0,3.9,0.32,0.66,11,350,110,540
3199.0,"HAMISAR TALAV, 
BHUJPATVADI 
NAKU,NEAR ASHAPURA 
TEMPLE,TA:BHUJ,DIST:KU
TCH(WEST)",LAKE,GUJARAT,25,29,5.1,6.2,7.4,8.2,390,970,2.0,3.1,0.32,0.43,4,7,11,26
1343.0,"KANKORIA LAKE AT 
AHMEDABAD, NR. 
BALVATIKA,",LAKE,GUJARAT,22,32,2.9,8.5,8.3,8.8,2644,3950,2.2,25.0,0.32,1.00,540,920,920,1600
2078.0,"KUWADAVA LAKE, NR. 
KUVADVA GIDC, NH-8-B, 
VILL. KUWADAVA, DIST. 
RAJKOT.KUVADVA LAKE, 
VILLAGE KUVADVA, DIST. 
RAJKOT",LAKE,GUJARAT,26,29,6.5,7.3,7.1,8.2,340,2260,1.8,2.3,0.04,0.47,70,350,170,920
1975.0,"LAKHOTA TALAV, 
JAMNAGARLAKHOTA 
LAKE, NEAR 
PANCHESHWAR TOWER, 
JAMNAGAR",LAKE,GUJARAT,24,29,4.0,5.8,7.1,7.7,526,814,1.0,1.7,0.32,0.36,4,7,21,26
3201.0,"MALAV TALAV, DHOLKA 
DHOLKA",LAKE,GUJARAT,23,36,0.3,6.8,8.7,9.1,3408,6004,3.7,34.0,0.32,0.78,49,920,170,1600
3200.0,"MOONSAR LAKE OF 
VIRAMGAMVIRAMGAM",LAKE,GUJARAT,20,30,0.3,6.7,7.9,9.1,1592,14400,16.0,70.0,0.33,1.02,2,920,220,1600
2077.0,"MOTICHER LAKE NEAR 
KAKARPAR ATOMIC 
POWER STATION, DIST. 
SURAT.NEAR BRIDGE, 
MOTICHER,SURAT",LAKE,GUJARAT,25,31,7.0,7.9,6.8,8.5,350,506,1.0,1.1,0.30,0.30,2,2,4,14
1972.0,"NALSAROVAR LAKE 
(SANAND), 
DIST.AHMEDABADNALSA
ROVAR LAKE (SANAND), 
DIST.AHMEDABAD",LAKE,GUJARAT,20,29,1.2,8.0,7.7,8.6,1322,20062,2.2,27.0,0.32,0.85,12,170,70,920
1976.0,"NARSIMEHTA TALAV- 
JUNAGADHNARSINH 
MEHTA TALAV, AT: 
JUNAGADH, 
TAL:JUNAGADH, DIST: 
JUNAGADH.",LAKE,GUJARAT,23,30,6.5,7.3,7.1,8.4,312,1130,2.0,2.4,0.32,0.37,5,33,20,79
1346.0,"SURSAGAR LAKE AT 
BARODA,",LAKE,GUJARAT,25,32,5.3,6.8,8.1,9.0,601,1053,1.2,3.3,0.36,4.34,63,240,170,350
1971.0,"THOL LAKE (KALOL) (DIST. 
MEHASANA)THOL POND, 
VILL: THOL, TAL -KADI, 
DIST : MEHSANA",LAKE,GUJARAT,23,35,1.6,7.4,7.7,8.5,1200,3046,4.1,28.0,0.30,0.94,12,920,47,1600
3202.0,"VHERAIMATA TALAV AT 
ANANDVHERAI MATA 
TALAV, OPP. VHERAI 
MATA MANDIR, ANAND 
TA. & DIST. ANAND",LAKE,GUJARAT,27,29,5.2,5.8,7.8,8.5,307,813,1.0,2.6,0.47,1.23,63,94,110,240
2079.0,"DHUDHIA TALAV AT 
NAVSARI, DIST. 
NAVSARI.AT- 
KAGADIWAD, NAVSARI 
CITY, TA & DI. NAVSARI, 
GUJARAT.",POND,GUJARAT,28,30,6.6,8.2,7.8,8.5,345,540,1.0,2.0,0.32,0.36,2,12,12,46
1979.0,"OLPAD, VILLAGE 
POND:OLPAD, 
SURATNEAR ROAD, NEAR 
TEMPLE, OLPAD,SURAT",POND,GUJARAT,25,31,6.8,8.3,7.5,8.4,522,1623,1.0,2.2,0.30,0.40,2,17,21,40
1349.0,"BRAHMSAROVAR LAKE 
AT KURUKSHETRA",LAKE,HARYANA,,,7.8,7.9,7.2,8.0,269,324,2.2,4.5,0.30,0.30,100,200,800,900
1392.0,"KAUSSHALAYA LAKE, 
PINJORE, PANCHKULA",LAKE,HARYANA,,,6.4,7.6,7.6,8.0,299,392,1.0,4.6,0.30,0.30,400,400,100,2100
3033.0,SOHNA LAKE,LAKE,HARYANA,18,25,6.4,7.0,7.0,7.3,1050,1270,4.0,10.0,0.60,2.20,2400,7600,14000,31000
3032.0,"SULTANPUR LAKE, 
GURUGRAM",LAKE,HARYANA,5,35,6.5,7.5,7.0,7.4,810,1120,4.0,9.0,1.80,1.80,750,4200,4200,9200
4857.0,"SANHIT SAROVAR, 
KURUSHETRA",POND,HARYANA,,,6.5,8.5,7.3,7.9,394,825,2.2,3.2,0.30,0.30,200,200,700,700
1291.0,"GOBINDSAGAR LAKE D/S 
OF BILASPUR TOWN",LAKE,"HIMACHAL 
PRADESH",10,28,8.6,9.6,7.6,8.5,165,650,1.0,1.0,0.32,1.62,94,540,540,1600
2650.0,KHAZIAR LAKE,LAKE,"HIMACHAL 
PRADESH",7,23,5.5,9.9,6.7,8.0,46,179,1.0,1.0,0.30,4.67,2,130,14,1600
1429.0,"RENUKA LAKE AT RENUKA 
SIRMAUR",LAKE,"HIMACHAL 
PRADESH",18,25,6.7,8.1,7.8,8.3,309,747,1.0,2.6,0.32,0.91,26,130,170,350
2649.0,"REWALSAR LAKE 
(TOWARDS MELA 
GROUND)",LAKE,"HIMACHAL 
PRADESH",9,27,6.2,8.4,7.4,8.4,158,340,1.0,3.6,0.32,3.83,130,1600,920,1600
2738.0,"(MANSAR LAKE AT MID 
POINT(MANSAR LAKE)",LAKE,"JAMMU & 
KASHMIR",14,22,7.5,8.1,7.1,7.6,144,163,1.0,1.0,-,-,-,-,-,-
2740.0,"(MANSAR LAKE AT MID 
POINT(SURINSAR LAKE), 
J&K",LAKE,"JAMMU & 
KASHMIR",16,24,6.4,6.8,8.1,8.2,138,176,3.0,3.5,-,-,-,-,-,-
3257.0,DAL LAKE AT HABAK,LAKE,"JAMMU & 
KASHMIR",24,24,6.7,6.7,8.0,8.0,376,376,1.1,1.1,-,-,-,-,-,-
