STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
3604,DODDANAKUNDI TANK,TANK,KARNATAKA,25.0,29.0,3.5,5.8,6.5,8.2,648,3340,3.0,29.0,0.90,4.15,11000,390000,79000,5420000
3605,YELLAMALLAPPA TANK,TANK,KARNATAKA,26.0,32.0,3.9,4.6,6.8,7.6,641,2180,4.0,18.0,1.30,12.00,10900,3900000,13000,34500000
3606,DASARAHALLI TANK,TANK,KARNATAKA,25.0,29.0,3.5,14.6,6.7,9.0,304,1427,3.0,18.0,0.00,2.13,330,170000,790,1090000
3619,BEGUR TANK,TANK,KARNATAKA,25.2,29.0,4.5,9.0,6.8,7.7,575,1550,2.0,45.0,0.68,2.50,2100,1300000,9400,3480000
3626,NAGAVARA TANK,TANK,KARNATAKA,28.0,35.0,4.6,9.5,6.8,7.5,546,1481,3.0,8.0,0.20,8.29,790,49000,3480,141000
3629,ALLASANDRA TANK,TANK,KARNATAKA,20.0,30.0,3.2,10.4,5.9,9.0,538,1557,3.0,30.0,0.10,11.42,260,490000,22000,3480000
3630,YELAHANKA TANK,TANK,KARNATAKA,28.0,32.0,2.4,9.8,5.9,9.7,724,1299,4.0,23.0,0.76,7.00,490,172000,790,542000
3632,VEERAPURA TANK,TANK,KARNATAKA,22.0,28.0,5.0,8.0,6.6,8.0,369,1965,3.0,11.0,0.00,2.01,1700,220000,7900,1090000
3634,DEVARAKERE TANK,TANK,KARNATAKA,25.2,34.8,4.0,9.2,6.6,8.0,339,778,3.0,80.0,0.46,5.24,170,330000,5420,790000
3635,MALATHAHALLI TANK,TANK,KARNATAKA,24.8,33.0,0.2,7.2,6.9,8.2,1147,2340,3.0,32.0,2.20,10.78,49000,7900000,79000,22100000
3637,BYRAMANGALA TANK,TANK,KARNATAKA,23.8,31.0,0.5,7.4,6.7,8.3,562,1747,3.6,20.0,0.00,19.40,17000,1700000,109000,7900000
3638,ANNAYAPPA TANK,TANK,KARNATAKA,23.0,26.0,4.1,8.2,7.1,7.6,252,317,3.0,4.0,0.59,1.58,26000,330000,172000,1090000
3639,KENGERI TANK,TANK,KARNATAKA,34.7,34.7,0.6,0.6,6.8,6.8,3030,3030,120.0,120.0,6.00,6.00,40000,40000,278000,278000
3640,UTTARAHALLI  DORAIKERE,TANK,KARNATAKA,23.8,34.7,2.6,9.2,6.5,8.8,286,1318,3.0,138.0,0.60,5.70,220,940000,1300,3450000
3641,DHOREKERE,TANK,KARNATAKA,24.6,34.5,2.2,12.6,6.5,9.3,461,886,4.0,54.0,1.05,6.30,140,330000,1090,700000
3643,BEENNIGANAHALLI TANK,TANK,KARNATAKA,24.0,29.0,3.1,5.1,6.6,7.7,771,3200,3.0,54.0,1.00,7.00,1100,49000000,7900,109000000
3648,MYDALA,TANK,KARNATAKA,22.0,32.0,4.6,7.8,7.2,8.1,255,524,3.0,5.0,0.28,4.50,270,14000,5420,34800
3650,MELEKOTE,TANK,KARNATAKA,24.0,31.0,0.8,6.4,7.0,8.2,804,2380,3.0,54.0,0.33,19.60,1100,109000,7900,542000
3651,BHEEMSANDRA TANK,TANK,KARNATAKA,24.0,31.0,1.8,5.6,6.8,7.7,728,2290,3.0,93.0,2.10,19.78,1400,330000,10900,700000
3653,DODDAKERE TANK,TANK,KARNATAKA,24.0,33.0,4.7,7.5,6.6,7.7,195,690,3.0,5.0,0.00,4.00,490,10900,790,34800
3654,GOTTIGERE LAKE,TANK,KARNATAKA,24.0,34.0,2.1,7.4,6.6,7.7,365,5510,3.0,58.0,0.27,8.00,210,79000,2400,542000
3659,MATHANA KERE,TANK,KARNATAKA,24.0,30.0,6.7,10.2,7.9,9.2,10,1300,3.0,6.0,0.20,0.60,390,7000,2100,24000
3660,HUNASINA KERE,TANK,KARNATAKA,24.0,31.0,6.8,8.9,7.9,9.1,10,1240,4.2,6.0,0.23,0.46,940,11000,2800,35000
3661,KOKKANAGHATTADODDAKERE,TANK,KARNATAKA,24.0,29.0,6.2,8.4,7.6,8.9,620,1430,3.0,5.0,0.14,0.36,270,1100,2800,5400
3668,SODHARAHALLIKERE,TANK,KARNATAKA,25.0,25.0,5.1,5.5,7.6,8.0,440,490,3.0,3.0,0.13,0.17,270,390,2200,2800
3669,SHELERAMANAHALLIKERE,TANK,KARNATAKA,25.0,26.0,5.4,52.0,7.7,8.0,400,440,2.0,2.0,0.12,0.13,210,380,2200,2800
3677,SHARANABAWESHWARA KERE,TANK,KARNATAKA,26.0,30.0,6.0,7.2,7.2,8.8,992,2010,11.0,23.0,0.00,0.00,240,1000,900,3200
3679,BHUTANALA LAKE,TANK,KARNATAKA,25.0,34.0,6.7,9.7,7.4,8.4,460,1380,0.5,39.0,0.80,2.62,110,1800,170,3200
3680,KILLA LAKE,TANK,KARNATAKA,24.0,36.0,5.3,8.8,7.5,8.0,340,580,1.0,3.4,0.16,1.61,900,5000,1600,9000
3681,ANGOL MI TANL,TANK,KARNATAKA,24.0,32.0,1.4,8.4,6.5,9.1,480,5700,16.5,41.3,0.48,2.40,1800,9000,3200,16000
3682,KAKATI  POND,TANK,KARNATAKA,24.0,33.0,5.8,10.4,8.1,9.1,400,5800,2.2,16.2,0.58,5.60,560,5000,1600,9000
3683,HEREKERE,TANK,KARNATAKA,25.0,27.0,3.1,4.2,6.9,8.2,530,2210,23.1,165.5,0.51,6.01,275,900,1800,1800
3684,KELEGERE,TANK,KARNATAKA,26.0,28.0,7.1,7.4,7.7,9.6,972,1453,3.2,6.5,0.48,3.53,70,550,175,1800
3685,NAVALOORU LAKE,TANK,KARNATAKA,26.0,28.0,6.1,6.6,7.6,8.6,830,2460,4.4,14.1,0.86,2.58,20,550,110,1800
3686,NIRASAGARAKERE,TANK,KARNATAKA,26.0,29.0,7.0,7.6,7.2,8.5,560,790,3.0,6.8,0.33,1.85,17,130,80,350
3687,NUGGIKERE,TANK,KARNATAKA,25.0,28.0,6.1,6.9,7.6,9.0,696,1534,3.4,8.6,0.31,2.43,50,350,140,1800
3688,SUDANAKERE,TANK,KARNATAKA,27.0,28.0,6.3,7.6,7.3,9.4,566,1358,3.9,8.6,0.25,2.60,25,550,140,1800
3689,SOMESHWARAKERE,TANK,KARNATAKA,25.0,28.0,5.9,6.5,7.3,8.6,778,1230,4.7,13.7,0.12,3.63,130,900,550,1800
3690,UNAKALKERE,TANK,KARNATAKA,26.0,29.0,6.6,7.3,7.6,8.5,1213,2050,3.6,8.0,0.69,4.42,110,1600,350,1800
3691,VIMANABHUTHIKERE,TANK,KARNATAKA,25.0,30.0,5.9,7.5,7.2,8.3,90,160,2.0,3.0,0.00,1.20,50,1300,140,3000
3692,KUNDUVADAKERE,TANK,KARNATAKA,25.0,30.0,5.6,7.4,7.1,8.4,120,290,2.3,3.0,0.00,1.40,60,500,170,1600
3693,BHATHIKERE,TANK,KARNATAKA,25.0,30.0,4.2,7.3,7.4,8.4,280,1520,5.0,112.0,0.00,6.30,1200,100000,3400,180000
3694,SHANTHISAGARKERE,TANK,KARNATAKA,26.0,34.0,5.5,7.6,7.6,8.3,130,204,2.5,4.0,0.00,0.35,460,2200,1400,5000
3695,KONDAGGIKERE,TANK,KARNATAKA,25.0,27.0,5.3,7.1,7.1,7.7,140,290,3.0,5.3,0.00,0.19,800,9000,2400,16000
3696,AIANAKERE,TANK,KARNATAKA,25.0,30.0,4.0,7.0,7.3,9.0,520,1940,16.0,360.0,0.00,4.80,44000,900000,90000,1600000
3697,MATTADAKERE,TANK,KARNATAKA,24.5,27.0,2.0,5.4,7.7,8.3,350,490,5.0,9.0,0.00,1.93,1100,5000,3000,9000
1383,"ORUVATHILKOTTA LAKE, 
KERALA",LAKE,KERALA,30.0,33.0,4.0,6.6,6.6,6.9,387,733,3.0,14.0,0.00,1.20,650,1200,1640,3100
1385,"SASTHAMCOTTA LAKE, 
KERALA",LAKE,KERALA,24.0,28.0,4.3,7.1,6.5,6.9,110,164,1.0,2.6,0.28,1.20,100,140,220,380
1441,"ASHTHAMUDI LAKE AT 
QUILON, KERALA",LAKE,KERALA,20.0,28.0,5.7,6.8,6.8,7.6,18796,30000,1.4,2.4,0.43,1.80,160,340,480,680
1574,"PARAVUR, KERALA",LAKE,KERALA,23.0,30.0,5.3,7.2,6.9,7.6,20100,27000,1.2,2.8,0.41,1.80,120,320,400,580
1575,"KOCHI (OIL TANKER JETTY), 
KERALA",LAKE,KERALA,27.0,33.0,3.2,7.9,6.7,8.0,1229,54170,0.6,3.9,0.24,1.23,310,17000,760,70000
1576,"THEKKADY, KERALA",LAKE,KERALA,26.0,28.0,1.5,7.4,6.7,7.5,34,81,0.1,0.4,0.00,2.35,2,800,2,2800
1577,"KODUNGALLOOR, KERALA",LAKE,KERALA,27.0,30.0,4.5,7.0,6.8,7.9,1655,55450,0.7,3.7,0.23,0.78,400,94000,470,120000
1578,"KAYAMKULAM, KERALA",LAKE,KERALA,28.0,29.5,3.2,7.8,7.2,7.8,1126,51200,0.9,4.1,0.00,0.58,100,400,240,630
1579,"ALAPPUZHA, KERALA",LAKE,KERALA,26.0,30.0,3.8,7.8,6.8,7.5,168,18500,1.0,6.0,0.05,0.50,140,340,240,640
1580,"POOKOTE, KERALA",LAKE,KERALA,27.1,28.4,5.1,6.9,6.3,8.0,25,33,0.5,2.1,0.05,0.18,4,32,8,108
2312,"LAKE VEMBANADU AT 
PATHIRAMANAL (ALAPPUZHA)",LAKE,KERALA,26.0,29.5,4.8,8.8,6.9,7.7,182,22810,0.7,3.0,0.05,0.30,100,220,200,360
2318,"PAZHASSI RESERVOIR 
(KANNUR)",LAKE,KERALA,24.0,32.0,5.5,8.7,6.5,7.6,35,6052,0.2,2.7,0.06,0.57,4,560,40,1340
2328,RSVR AT MALAMPUZHA,LAKE,KERALA,27.0,30.0,1.2,10.1,7.0,8.1,89,186,0.5,8.4,0.03,0.96,2,294,2,360
2329,RSVR AT BHOOTHATHANKETU,LAKE,KERALA,26.0,29.7,6.6,7.8,6.5,7.1,22,40,0.7,1.8,0.02,600.73,150,6300,4,7900
2330,RSVR AT EDAMALAYAR,LAKE,KERALA,27.0,29.8,6.7,8.0,6.5,7.4,20,35,0.4,1.9,0.01,0.25,2,49000,17,79000
3470,"VELLAYANI LAKE AT 
VANDITHADOM, 
THIRUVANANTHAPURAM",LAKE,KERALA,30.0,33.0,5.9,7.1,6.2,6.8,98,217,0.5,2.2,0.00,0.05,220,460,620,940
2325,"POND AT (PADMANABHA) 
SREE PADMANABHA SWAMY 
TEMPLE (TVPM)",POND,KERALA,30.0,33.0,5.9,6.8,6.6,8.3,79,210,1.3,2.0,0.00,0.50,110,270,320,510
3462,"MANANCHIRA POND AT 
KOZHEKODE",POND,KERALA,21.0,32.0,5.5,8.2,7.0,8.2,77,110,0.0,1.8,0.00,0.31,2,500,2,900
1401,"POND NEAR JUMA MASJID, 
LAKSHAWDEEP",POND,LAKSHADWEEP,"28.7 
34.1",,"7.2 
9.7","382 
918",,,,,,,,,,,,
1373,"UPPER LAKE AT BHOPAL 
(INTAKE POINT), M.P.",LAKE,MADHYA PRADESH,18.0,29.0,7.5,8.3,7.6,8.4,223,292,1.5,19.9,0.00,3.82,2,2,90,1600
1374,"LOWER LAKE AT BHOPAL 
OUTLET M.P.",LAKE,MADHYA PRADESH,18.0,29.0,6.2,8.7,7.4,8.3,336,492,3.1,3.7,0.00,11.60,20,240,190,1600
1466,"MULTAI TANK LAKE AT VILLA. 
KHARI ON BETUL-AMRAVATI 
ROAD M.P.",LAKE,MADHYA PRADESH,2.9,29.0,7.2,8.1,7.4,8.1,176,432,1.2,2.8,0.00,2.72,2,2,90,910
2128,"KHANDARI RESERVOIR WATER 
OFF TAKE POINT",LAKE,MADHYA PRADESH,18.8,21.5,7.2,7.8,7.1,8.4,142,414,0.7,3.1,0.30,0.92,2,15,17,46
2129,PERIAT TANK JABALPUR,LAKE,MADHYA PRADESH,18.0,21.0,6.3,7.8,7.2,8.4,173,466,0.8,2.0,0.30,0.97,2,10,21,48
2130,"MADHAV LAKE, SHIVPURI",LAKE,MADHYA PRADESH,23.0,31.0,6.1,7.3,7.5,8.0,410,740,1.8,2.9,0.00,0.00,,,,
2131,YASHWANT SAGAR AT INDORE,LAKE,MADHYA PRADESH,19.0,32.0,4.8,7.9,7.5,8.7,499,1012,1.1,2.4,0.73,2.50,2,2,33,110
2132,BILAWALI TALAB AT INDORE,LAKE,MADHYA PRADESH,19.0,32.0,4.6,7.2,7.3,8.4,371,840,1.2,2.8,0.43,5.24,2,40,40,140
2133,SIRPUR TALAB AT INDORE,LAKE,MADHYA PRADESH,19.0,32.0,3.9,7.8,7.7,8.9,330,644,1.2,4.4,0.89,1.90,2,2,23,90
2134,"NAGCHUN TALAB AT 
KHANDWA",LAKE,MADHYA PRADESH,21.0,32.0,6.4,7.7,7.2,8.8,294,557,1.4,2.0,0.78,1.61,2,2,40,90
2135,GOVINDGARH TANK,LAKE,MADHYA PRADESH,24.0,32.0,6.5,7.4,7.2,7.7,0,522,1.2,1.8,1.55,5.86,2,17,21,70
2136,"SHAHPURA LAKE AT WEIR 
NEAR AYUSHMAN HOSPITAL, 
BHOPAL",LAKE,MADHYA PRADESH,19.0,34.0,5.5,7.6,7.3,8.8,526,677,3.1,3.8,0.00,15.85,12,230,920,1600
2137,UPPER LAKE AT YATCH CLUB,LAKE,MADHYA PRADESH,19.0,29.0,7.5,8.4,7.5,8.6,218,322,1.5,2.2,0.00,2.21,2,2,94,1600
2138,"UPPER LAKE AT KARBALA 
CLUB",LAKE,MADHYA PRADESH,21.0,29.0,7.5,8.2,7.5,8.5,211,296,1.7,2.6,0.00,1.91,2,2,90,230
2139,"UPPER LAKE AT BAIRAGARH 
CLUB",LAKE,MADHYA PRADESH,17.0,29.0,7.3,8.8,7.8,8.6,228,293,1.5,2.7,0.00,2.06,2,2,90,1600
2140,"KERWA DAM NEAR REST 
HOUSE, BPL",LAKE,MADHYA PRADESH,6.0,30.0,6.9,8.1,7.6,8.5,193,278,1.2,2.5,0.00,0.40,2,2,34,210
2141,JANUNIA TALAB NEAR W-S,LAKE,MADHYA PRADESH,18.0,29.0,7.1,7.8,7.5,8.3,160,396,2.1,2.5,0.00,2.03,2,8,90,350
2142,"KALISINDH RESERVOIR AT 
SARANGPUR, RAJGARH",LAKE,MADHYA PRADESH,20.0,30.2,6.1,6.8,5.6,7.8,390,872,2.0,2.9,0.00,0.00,,,,
3296,CHORAL DAM NEAR INDORE,LAKE,MADHYA PRADESH,20.0,30.0,6.4,7.8,7.8,8.6,308,609,1.0,1.9,0.00,1.87,2,2,40,60
3297,"MITHA TALAB, DEWAS",POND,MADHYA PRADESH,22.0,26.0,4.6,7.0,7.1,8.0,552,814,2.4,4.8,0.84,2.03,9,500,7,1600
3298,POND WATER AT LAKODA,POND,MADHYA PRADESH,24.0,24.0,7.0,8.2,7.5,7.9,280,522,2.0,3.0,0.00,2.34,4,12,34,80
3299,HANUMANTAL JABALPUR,POND,MADHYA PRADESH,18.0,23.0,6.9,7.9,7.1,8.7,360,634,3.1,5.4,0.30,1.80,2,110,46,920
3300,"RANITAL TALAB, JABALPUR",POND,MADHYA PRADESH,19.0,24.0,3.7,7.8,6.5,8.2,320,765,3.2,5.0,0.30,11.00,10,220,63,1600
3301,MOTI TALAB AT BALAGHAT,POND,MADHYA PRADESH,16.0,24.0,4.1,7.7,7.4,8.9,350,1384,1.9,5.8,0.30,3.40,2,150,46,1600
3302,"PIPLIYA PALA TALAB, INDORE",POND,MADHYA PRADESH,19.0,31.5,2.6,7.7,7.6,8.5,8,1108,1.4,8.0,0.95,6.37,2,2,50,500
3303,"RANI TALAB, REWA",POND,MADHYA PRADESH,22.6,33.0,6.1,7.3,7.2,7.7,10,508,1.3,2.2,1.41,6.21,2,11,21,50
3304,"RIHAND RESRVOIR, SINGRAULI",POND,MADHYA PRADESH,19.0,28.0,6.4,8.3,7.4,7.7,270,516,1.2,1.6,0.08,2.02,2,2,8,26
3830,"GOKALPUR TALAB, DIST 
JABALPUR",POND,MADHYA PRADESH,18.0,22.1,6.2,7.6,7.1,7.8,382,1340,2.8,10.0,0.34,4.80,2,150,41,710
3831,"DAL SAGAR TALAB, DIST SEONI",POND,MADHYA PRADESH,19.0,22.6,6.3,7.5,7.2,8.2,270,834,2.0,3.9,0.34,1.80,2,120,40,430
3849,SITAPAT TALAB DHAR,POND,MADHYA PRADESH,20.0,31.0,6.3,7.6,7.7,8.7,270,580,0.8,210.0,0.00,1.67,2,2,33,110
3850,BAGDOON TALAB PITHAMPUR,POND,MADHYA PRADESH,22.0,31.5,4.7,7.5,7.5,8.7,373,660,1.2,2.8,0.63,1.66,2,2,50,90
1425,"LOKTAK LAKE AT THANA, 
MANIPUR",LAKE,MANIPUR,20.1,22.6,6.3,6.9,7.5,7.6,265,309,2.0,3.4,0.00,0.00,,,250,420
1426,"LOKTAK LAKE AT BISHNUPUR, 
MANIPUR",LAKE,MANIPUR,20.2,24.3,6.4,6.6,7.0,7.1,310,370,2.1,3.1,0.00,0.00,,,100,200
1629,"SENDRA (LOKTAK LAKE), 
MANIPUR",LAKE,MANIPUR,20.3,22.3,6.2,6.7,6.9,7.2,260,294,1.1,1.3,0.00,0.00,,,130,300
1630,"KARANG ISLAND(LOKTAK 
LAKE), MANIPUR",LAKE,MANIPUR,21.0,23.5,6.0,6.5,6.8,7.1,270,352,1.3,1.7,0.00,0.00,,,140,260
2837,"PUMLEN LAKE AT 
TOKPACHING, DISTT. 
THOUBAL, MANIPUR",LAKE,MANIPUR,21.0,23.0,5.0,7.9,3.1,9.0,2,246,1.0,2.6,0.00,0.00,,,240,520
2839,"PUKHRI AT LANGMEIDONG, 
DISTT. THOUBAL, MANIPUR",POND,MANIPUR,21.2,23.6,7.3,8.4,2.2,7.0,200,296,1.4,1.8,0.00,0.00,,,119,170
2840,"LAMJAO PUKHURI AT 
ACHOUBA, DISTT. THOUBAL, 
MANIPUR",POND,MANIPUR,21.2,23.9,6.9,8.2,7.0,7.4,196,290,1.0,1.7,0.00,0.00,,,116,130
2841,"HIRANMEI PUKHURI AT 
THOUBAL, MANIPUR",POND,MANIPUR,22.0,24.0,6.3,7.1,7.1,7.2,201,425,1.8,3.0,0.00,0.00,,,135,300
2842,"LANGMEIDONG PUKHURI AT 
THOUBAL, MANIPUR",POND,MANIPUR,21.3,24.1,6.4,6.9,6.9,7.1,320,480,1.6,2.6,0.00,0.00,,,125,145
2843,"POND AT LALAMBUNG, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,21.4,22.6,6.1,7.5,6.8,7.1,350,521,1.6,2.1,0.00,0.00,,,45,129
2844,"LILONG PUKHURI AT IMPHAL 
WEST, MANIPUR",POND,MANIPUR,20.4,22.6,6.0,6.4,6.7,7.1,50,430,1.9,130.0,0.00,0.00,,,69,98
2845,"POND AT NGAIRANGBAM, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,20.3,22.5,5.7,6.0,6.7,7.1,200,230,1.0,1.0,0.00,0.00,,,30,35
2846,"POND AT MOIDANGPOK, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,21.0,23.2,5.7,5.9,6.9,7.2,290,380,1.2,2.1,0.00,0.00,,,35,140
2847,"POND AT MAIBAM 
LOKPACHING, IMPHAL WEST, 
MANIPUR",POND,MANIPUR,21.0,23.1,6.0,6.9,7.0,7.3,120,130,1.1,1.3,0.00,0.00,,,40,120
2848,"POND AT KAKWA BAZAR, 
IMPHAL WEST, MANIPUR",POND,MANIPUR,21.1,24.0,6.0,6.3,7.0,7.3,110,820,1.2,2.1,0.00,0.00,,,35,157
2849,"CHANAM PUKHURI, IMPHAL 
WEST, MANIPUR",POND,MANIPUR,21.5,24.0,5.8,6.4,6.3,7.2,7,726,1.2,1.7,0.00,0.00,,,40,125
2850,"NINGTHEM PUKHURI, IMPHAL 
EAST, MANIPUR",POND,MANIPUR,20.9,23.7,5.0,5.6,6.9,7.3,430,575,1.2,1.6,0.00,76.00,,,45,76
2851,"POND AT KONGBA BAZAR, 
IMPHAL EAST, MANIPUR",POND,MANIPUR,20.9,22.4,6.1,6.4,6.1,7.0,450,732,1.0,2.6,0.00,0.00,,,40,120
1347,"UMIAM LAKE AT BARAPANI, 
MEGHALAYA",LAKE,MEGHALAYA,16.0,25.0,5.0,6.8,6.9,7.7,8,177,3.8,6.5,0.35,1.31,1200,3200,2600,5000
1348,"WARD LAKE AT SHILONG 
EAST, KHASI HILL DT., 
MEGHALAYA",LAKE,MEGHALAYA,13.0,27.0,6.0,8.6,6.9,7.6,132,198,2.5,8.0,0.22,1.08,610,2200,2200,3500
1459,"THADLASKEIN LAKE, 
MEGHALAYA",LAKE,MEGHALAYA,15.0,23.0,6.4,7.3,6.9,7.5,38,59,1.5,2.5,0.02,0.44,8,31,24,70
3346,"UMIAM LAKE AT OUTFALL OF 
UMIAM RIVER INTO LAKE, RI- 
BHOI",LAKE,MEGHALAYA,16.0,24.0,3.5,6.6,6.8,8.4,83,247,4.2,11.0,0.25,3.50,1400,3600,3300,5800
3347,"UMIAM LAKE AT MIDDLE 
POINT, RI- BHOI",LAKE,MEGHALAYA,12.0,25.0,4.4,6.8,7.1,8.3,75,174,3.5,6.2,0.30,1.47,1100,3000,2400,4800
3348,"UMIAM LAKE ATNEAR UNITED 
CHRISTIAN COLLEGE, RI- BHOI",LAKE,MEGHALAYA,16.0,25.0,5.6,6.8,6.9,8.0,74,180,3.2,6.6,0.11,1.47,1100,2900,2300,4900
3349,"TASEK LAKE AT SONGSAK 
(NAPHAK), EAST GARO HILLS",LAKE,MEGHALAYA,15.0,28.0,0.3,7.6,6.7,7.5,48,94,1.5,2.4,0.28,0.42,6,38,14,79
3723,"TAMDIL LAKE, SAITUAL",LAKE,MIZORAM,22.0,23.0,7.7,8.1,7.2,7.5,114,151,0.9,1.6,0.04,0.04,,,,
3722,LAWBUAI FISHPOND,POND,MIZORAM,18.0,26.5,4.4,6.2,7.2,7.4,200,271,0.9,1.8,0.06,0.08,,,,
3755,"POND NEAR THERMAL POWER 
PLANT, BAIRABI",POND,MIZORAM,20.0,25.0,3.5,4.3,7.1,7.3,117,118,1.8,1.9,0.04,0.04,,,,
3743,"PHE RESERVOIR, HELIPAD, 
NEW SAIHA",TANK,MIZORAM,18.0,21.0,6.4,6.9,7.2,7.4,146,191,0.5,1.3,0.02,0.03,,,,
2886,"PUDUMPUKHURI, DIMAPUR, 
NAGALAND",LAKE,NAGALAND,22.4,34.2,4.1,5.4,6.5,8.8,111,263,2.8,5.0,0.00,0.63,,,,
2887,"BANGLA FISHERY, DIMAPUR, 
NAGALAND",LAKE,NAGALAND,21.2,33.9,3.5,5.5,6.4,8.2,80,166,2.2,4.0,0.00,1.00,,,,
2437,CHILKA LAKE (RAMSAR SITE),LAKE,ODISHA,22.0,33.0,5.3,8.3,7.2,8.5,7086,59110,0.9,2.6,0.13,1.95,2,5400,2,9200
2438,ANSHUPA,LAKE,ODISHA,22.0,33.0,5.8,12.9,7.3,8.4,112,364,0.6,3.9,0.21,4.03,490,24000,1100,35000
3953,CHILKA AT RAMBHA,LAKE,ODISHA,10.0,32.0,6.0,9.0,7.6,8.4,12770,38030,0.9,2.0,0.13,1.63,2,5400,2,5400
3954,"TAMPADA LAKE AT 
CHHATRAPUR",LAKE,ODISHA,11.0,35.0,3.0,9.0,7.5,8.5,479,730,4.3,10.2,0.69,3.92,2,9200,78,16000
3955,ANSHUPA AT SUBARANAPUR,LAKE,ODISHA,22.0,34.0,4.8,9.1,7.2,8.5,94,323,1.0,3.7,0.20,4.26,78,11000,1100,17000
3956,ANSHUPA AT BISHNUPUR,LAKE,ODISHA,22.0,34.0,5.1,8.8,7.2,8.4,113,206,0.8,3.5,0.00,3.04,390,5400,1300,13000
3957,ANSHUPA AT SARAANDAGARH,LAKE,ODISHA,23.0,32.0,5.1,8.4,7.2,8.5,125,250,1.1,3.2,0.18,2.47,490,14000,2400,22000
2431,"BINDUSAGAR ( RELIGIOUS 
POND OF BHUBANESWAR 
CITY)",POND,ODISHA,23.0,37.0,1.7,10.1,7.5,8.6,395,500,1.5,6.3,0.27,6.39,1700,160000,2800,160000
2434,"INDRADYUMNA TANK ( 
RILIGIOUS POND OF PURI 
CITY)",POND,ODISHA,22.0,32.0,5.9,16.2,7.7,8.5,520,745,3.3,13.5,0.70,5.44,20,24000,110,54000
2435,"SWETAGANGA ( RILIGIOUS 
POND OF PURI CITY)",POND,ODISHA,21.0,30.0,1.7,17.9,7.2,8.6,412,1301,2.7,11.0,1.45,6.80,8,11000,23,35000
2436,"PARVATI SAGAR ( RILIGIOUS 
POND OF PURI CITY)",POND,ODISHA,20.0,34.0,5.8,15.8,7.2,8.5,369,640,3.2,13.4,0.16,4.73,45,9400,130,17000
3962,"JAGANNATH SAGAR POND OF 
JEYPORE",POND,ODISHA,20.0,34.0,5.7,7.3,6.7,8.5,104,547,1.3,6.8,0.40,6.38,2,13000,230,35000
3963,RANIGUDA POND,POND,ODISHA,19.0,31.0,2.7,18.0,7.3,8.5,391,1144,2.9,35.8,0.86,5.73,2,16000,20,16000
1396,"OSTERI LAKE, PONDICHERRY",LAKE,PUDUCHERRY,29.0,34.0,6.4,8.1,8.0,8.5,307,608,0.0,23.0,0.01,0.10,2,2,21,21
1686,"BAHOUR LAKE, PONDICHERRY",LAKE,PUDUCHERRY,29.0,34.0,5.6,8.6,8.0,8.9,568,1012,0.0,1.8,0.01,0.97,2,110,26,140
1297,"HARIKE LAKE AT HARIKE 
VILLAGE, PUNJAB",LAKE,PUNJAB,12.0,33.0,6.2,7.2,7.2,7.6,244,374,1.3,2.3,0.13,1.20,170,2100,210,580
1382,"HARIKE LAKE D-S FROM 
CANAL, PUNJAB",LAKE,PUNJAB,11.0,29.0,6.0,7.3,7.0,7.4,232,370,1.3,2.4,0.16,2.20,110,630,220,790
2912,"RANJIT SAGAR RESERVOIR, 
PUNJAB",LAKE,PUNJAB,11.0,28.0,5.2,8.4,7.0,7.5,148,486,0.0,2.6,0.20,1.90,43,330,70,790
1285,"PICHOLA LAKE AT UDAIPUR 
(WATER INTAKE POINT), 
RAJASTHAN",LAKE,RAJASTHAN,8.0,30.0,5.4,8.1,7.6,8.6,350,1190,0.4,2.2,1.60,3.00,4,14,20,150
1286,"UDAISAGAR LAKE AT UDAIPUR 
(INTAKE PT.) RAJASTHAN",LAKE,RAJASTHAN,9.0,32.0,5.1,7.0,7.8,8.5,450,1330,1.5,2.5,1.34,2.28,9,75,20,150
1414,"PUSHKAR LAKE, RAJASTHAN",LAKE,RAJASTHAN,19.0,35.0,4.4,5.4,7.2,8.4,320,440,1.0,2.5,1.20,1.66,4,14,11,120
1481,"FATEH SAGAR LAKE AT 
UDAIPUR INTAKE POINT OF 
PHED, RAJASTHAN",LAKE,RAJASTHAN,8.0,30.0,6.4,8.0,7.8,8.6,490,640,1.2,1.8,1.50,2.68,7,21,11,150
1714,"KAYALANA JHEEL JODHPUR, 
RAJASTHAN",LAKE,RAJASTHAN,15.0,34.6,4.0,7.2,7.0,9.1,270,360,0.9,1.6,0.84,2.28,4,9,7,23
1716,"NAKKI LAKE, MT. ABU, 
RAJASTHAN",LAKE,RAJASTHAN,9.0,27.0,4.5,6.0,7.0,8.1,160,410,1.0,1.8,0.00,7.64,3,14,7,20
2935,"LAKE JET SAGAR, BUNDI, 
RAJASTHAN",LAKE,RAJASTHAN,18.0,31.0,4.5,6.2,6.9,8.4,310,440,1.2,1.7,1.14,1.66,4,14,11,28
